author,orcid,affiliation,affiliation_type,country,paper_title,paper_year,paper_doi,paper_venue,author_position,topic_query,n_relevant_papers,industry_flag,score,query_class,tier,product_line,asset,hook,affil_suspect,affil_suspect_reason,export_review,export_note
Qianying He,,Xi’an Jiaotong-Liverpool University,academic,CN,Thermal and microwave performance enhancement of AlGaN/GaN HEMT using an ultra-thin buffer on Si substrate for handset applications,2025,https://doi.org/10.1063/5.0300018,Applied Physics Letters,middle,thermal boundary resistance GaN,1,0,16,displacement,T4,NONE,A1,,N,,TRUE,affiliation country China: human export review required before any contact
R.S.S. Raju Battula,,Aditya Birla (India),industry,IN,Fiber optic system dispersion compensation management within optical fiber communication channels through the control of all hybrid optical amplifiers: simulative study,2025,https://doi.org/10.1515/joc-2025-0038,Journal of Optical Communications,middle,laser diode thermal management,1,1,16,displacement,T4,NONE,NONE,,N,,FALSE,
Rafael Perez Martinez,0000-0001-6488-1247,Stanford University,academic,US,Integration of top-side low-temperature diamond on AlGaN/GaN RF HEMT for device-level cooling,2025,https://doi.org/10.1063/5.0261673,Applied Physics Letters,middle,GaN diamond thermal,1,0,16,core,T4,NONE,A1,,N,,FALSE,
Ralf Schmidt,0009-0003-0751-5306,Siemens (Germany),industry,DE,"Power Cycling Testing for Power Semiconductor Switches: Methods, Standards, Limitations, and Outlooks",2025,https://doi.org/10.1109/tpel.2025.3595180,IEEE Transactions on Power Electronics,middle,wide bandgap power device packaging,1,1,16,displacement,T4,NONE,NONE,,N,,FALSE,
Reid A. Berdanier,0000-0001-9204-4710,Pennsylvania State University,academic,US,Thermal Performance Comparisons of Advanced Cooling Designs Under Engine Representative Conditions,2025,https://doi.org/10.1115/1.4069495,Journal of Turbomachinery,middle,diamond heat spreader,1,0,16,core,T4,NONE,NONE,,N,,FALSE,
Robert Patti,0000-0003-0247-160X,NHanced Semiconductors (United States),industry,US,The Future of Electronics Packaging is Chiplet Architecture,2025,https://doi.org/10.37665/smctrsc40814,SMTA International,middle,chiplet package thermal,1,1,16,displacement,T2,polycrystalline-CVD-diamond-wafer,A2,,N,,FALSE,
Robert S. Howell,0009-0003-6540-5391,Northrop Grumman (United States),industry,US,Performance Enhancement of GaN Super-Lattice Castellated Field-Effect Transistors (SLCFETs) via Topside Integration of Near-Isotropic Polycrystalline Diamond,2025,https://doi.org/10.1109/led.2025.3602825,IEEE Electron Device Letters,middle,diamond heat spreader,1,1,16,core,T2,polycrystalline-CVD-diamond-wafer,NONE,,N,,FALSE,
Rongyu Tang,,Dynavax Technologies (Germany),industry,DE,Thermal and microwave performance enhancement of AlGaN/GaN HEMT using an ultra-thin buffer on Si substrate for handset applications,2025,https://doi.org/10.1063/5.0300018,Applied Physics Letters,middle,thermal boundary resistance GaN,1,1,16,displacement,T4,NONE,A1,,N,,FALSE,
Rui Li,0000-0001-5480-8089,Modern Electron (United States),industry,US,Research progress in interface optimization and preparation technology of high thermal conductivity diamond/copper composite materials,2025,https://doi.org/10.3389/fmats.2025.1582990,Frontiers in Materials,middle,copper diamond composite,1,1,16,core,T4,NONE,NONE,,N,,FALSE,
Rui Yin,0000-0003-3233-6214,Fudan University,academic,CN,Nano‐Scale Phonon Dynamics in GaN: Fundamentals and Strategies for Thermal Transport Modulation,2025,https://doi.org/10.1002/aelm.202500627,Advanced Electronic Materials,middle,thermal boundary resistance GaN,1,0,16,displacement,T4,NONE,NONE,,N,,TRUE,affiliation country China: human export review required before any contact
Ruoyu Hou,0000-0003-0301-1752,Infineon Technologies (Canada),industry,CA,Comprehensive System-Level Thermal Performance and Power Density Optimization in Enclosed Natural Convection PFC-LLC GaN Converters,2025,https://doi.org/10.1109/tia.2025.3532230,IEEE Transactions on Industry Applications,middle,thermal boundary resistance GaN,1,1,16,displacement,T4,NONE,NONE,,N,,FALSE,
Ryan Schilling,0000-0002-2055-1251,Corning (United States),industry,US,Optical Design and Applications for Ion-Exchanged Glass Waveguide Circuits,2025,https://doi.org/10.1109/tcpmt.2025.3526500,IEEE Transactions on Components Packaging and Manufacturing Technology,middle,co-packaged optics thermal,1,1,16,displacement,T4,NONE,NONE,,N,,FALSE,
Sai Charan Vanjari,0000-0003-4448-4943,University of Bristol,academic,GB,Thermal Boundary Resistance Reduction by Interfacial Nanopatterning for GaN-on-Diamond Electronics Applications,2025,https://doi.org/10.1021/acsaelm.5c00119,ACS Applied Electronic Materials,middle,diamond thermal conductivity substrate,1,0,16,core,T4,GaN-on-diamond,NONE,,N,,FALSE,
Satoru Kuramochi,,Dai Nippon Printing (Japan),industry,JP,Ultra-High Density RDL on Glass Core Substrate for Heterogenous Integration,2025,https://doi.org/10.4071/001c.129747,IMAPSource Proceedings,middle,chiplet package thermal,1,1,16,displacement,T4,NONE,NONE,,N,,FALSE,
Sen Huang,0000-0002-5980-3161,Institute of Microelectronics,academic,SG,GaN HEMTs on 4H-SiC/Diamond Engineered Substrate With Enhanced Heat Dissipation,2025,https://doi.org/10.1109/led.2025.3635043,IEEE Electron Device Letters,middle,GaN diamond thermal,1,0,16,core,T4,GaN-on-diamond,A1,,N,,FALSE,
Seo Young Kim,,Samsung (South Korea),industry,KR,Material Property Simulation for Advanced Packaging,2025,https://doi.org/10.4071/001c.153880,IMAPSource Proceedings,middle,chiplet package thermal,1,1,16,displacement,T4,NONE,A2,,N,,FALSE,
Seungwoo Kim,0009-0003-5711-2708,Korea Advanced Institute of Science and Technology,academic,KR,High efficiency single and multi-phase direct liquid jet-impingement cooling for heterogeneous packaging,2025,https://doi.org/10.1016/j.enconman.2025.120665,Energy Conversion and Management,middle,chiplet package thermal,1,0,16,displacement,T4,NONE,NONE,,N,,FALSE,
Shajib Ghosh,0000-0003-3523-8177,University of Florida,academic,US,The Future of Electronics Packaging is Chiplet Architecture,2025,https://doi.org/10.37665/smctrsc40814,SMTA International,middle,chiplet package thermal,1,0,16,displacement,T4,polycrystalline-CVD-diamond-wafer,A2,,N,,FALSE,
Shaowei Liu,0000-0003-4548-7652,Southeast University,academic,CN,Study on Stress Distribution and Its Impact on Reliability of SiO2-Based Inorganic Chiplet Gap Filling,2025,https://doi.org/10.3390/mi16121310,Micromachines,middle,chiplet package thermal,1,0,16,displacement,T4,polycrystalline-CVD-diamond-wafer,A2,,N,,TRUE,affiliation country China: human export review required before any contact
Shao‐Kuan Lee,,Taiwan Semiconductor Manufacturing Company (Taiwan),industry,TW,MPCVD diamond thin films as heat spreaders for back end of the line (BEOL) silicon chip fabrication,2025,https://doi.org/10.1016/j.diamond.2025.112999,Diamond and Related Materials,middle,diamond heat spreader,1,1,16,core,T2,single-crystal-CVD-diamond-plate,NONE,,N,,FALSE,
Shiwen Wu,0000-0003-1023-4073,Xiamen Tobacco Industry (China),industry,CN,Analytical Modeling and Validation of Thermal Fatigue Failure in Die Attach Structures for Power Electronics Modules,2025,https://doi.org/10.1007/s11664-025-12410-8,Journal of Electronic Materials,middle,IGBT module thermal fatigue,1,1,16,displacement,T2,single-crystal-CVD-diamond-plate,A4,,N,,TRUE,affiliation country China: human export review required before any contact
Shuiqing Li,0000-0003-4443-5316,Hua Hong Semiconductor (China),industry,CN,Synergistic optimization of material innovation and interface engineering for COD mitigation in high-power GaN-based blue laser diodes,2025,https://doi.org/10.1063/5.0281042,Applied Physics Letters,middle,laser diode thermal management,1,1,16,displacement,T4,NONE,A3,,N,,TRUE,affiliation country China: human export review required before any contact
Shu‐Jen Han,,Seqwater,academic,AU,Single Flux Quantum Circuit Operation at Millikelvin Temperatures,2025,https://doi.org/10.1109/tasc.2025.3639528,IEEE Transactions on Applied Superconductivity,middle,near-junction thermal management,1,0,16,displacement,T4,NONE,A6,,N,,FALSE,
Sohei Ogasawara,0009-0003-2718-1729,Tohoku University,academic,JP,Controlling Thermal Conductivity of Amorphous SiO<sub><i>x</i></sub> Films through Structural Engineering Utilizing Single Crystal Substrate Surfaces,2025,https://doi.org/10.1021/acs.nanolett.5c00646,Nano Letters,middle,wide bandgap power device packaging,1,0,16,displacement,T4,NONE,NONE,,N,,FALSE,
Stephen Yang-En Guu,,National Cheng Kung University,academic,TW,MPCVD diamond thin films as heat spreaders for back end of the line (BEOL) silicon chip fabrication,2025,https://doi.org/10.1016/j.diamond.2025.112999,Diamond and Related Materials,middle,diamond heat spreader,1,0,16,core,T4,single-crystal-CVD-diamond-plate,NONE,,N,,FALSE,
Su Yang,,Nanjing Agricultural University,academic,CN,Thermal and microwave performance enhancement of AlGaN/GaN HEMT using an ultra-thin buffer on Si substrate for handset applications,2025,https://doi.org/10.1063/5.0300018,Applied Physics Letters,middle,thermal boundary resistance GaN,1,0,16,displacement,T4,NONE,A1,,N,,TRUE,affiliation country China: human export review required before any contact
T. Subha,,Dr. M.G.R. Educational and Research Institute,academic,IN,Fiber optic system dispersion compensation management within optical fiber communication channels through the control of all hybrid optical amplifiers: simulative study,2025,https://doi.org/10.1515/joc-2025-0038,Journal of Optical Communications,middle,laser diode thermal management,1,0,16,displacement,T4,NONE,NONE,,N,,FALSE,
T. Tilford,0000-0001-8307-6403,University of Greenwich,academic,GB,Modelling the fatigue damage in power components using machine learning technology,2025,https://doi.org/10.1016/j.pedc.2025.100079,Power Electronic Devices and Components,middle,IGBT module thermal fatigue,1,0,16,displacement,T4,NONE,NONE,,N,,FALSE,
Tailong Shi,0009-0003-3823-9252,Southeast University,academic,CN,Study on Stress Distribution and Its Impact on Reliability of SiO2-Based Inorganic Chiplet Gap Filling,2025,https://doi.org/10.3390/mi16121310,Micromachines,middle,chiplet package thermal,1,0,16,displacement,T4,polycrystalline-CVD-diamond-wafer,A2,,N,,TRUE,affiliation country China: human export review required before any contact
Takashi Matsuda,,Mitsubishi Electric (Japan),industry,JP,An Accurate Electrical and Thermal Co-Simulation Framework for Modeling High-Temperature DC and Pulsed I - V Characteristics of GaN HEMTs,2025,https://doi.org/10.1109/jeds.2025.3528307,IEEE Journal of the Electron Devices Society,middle,GaN HEMT thermal management,1,1,16,displacement,T4,NONE,A1,,N,,FALSE,
Takashi Suzuki,,Tokyo Electron (Japan),industry,JP,Panel Level Package: Reliability Evaluation of Double-sided Direct Copper Plated Interconnects on Embedded Power Die by Thermal and Electrical Stress Test,2025,https://doi.org/10.4071/001c.151188,IMAPSource Proceedings,middle,die attach thermal resistance,1,1,16,displacement,T4,NONE,NONE,,N,,FALSE,
Tao Hu,,Shanghai University,academic,CN,Atomic-scale substitutional defect engineering for significant enhancement of thermal transport at GaN/diamond interfaces,2025,https://doi.org/10.1016/j.carbon.2025.121221,Carbon,middle,GaN diamond thermal,1,0,16,core,T4,GaN-on-diamond,A1,,N,,TRUE,affiliation country China: human export review required before any contact
Teny Shih,,Siliconware Precision Industries (Taiwan),industry,TW,Using FEM Simulation to Predict the Mechanical and Thermal Performance of FO-EB-T Package,2025,https://doi.org/10.4071/001c.129749,IMAPSource Proceedings,middle,chiplet package thermal,1,1,16,displacement,T4,NONE,NONE,,N,,FALSE,
Tian Xia,0000-0003-1733-9708,University of Vermont,academic,US,An Approach to Thermal Management and Performance Throttling for Federated Computation on a Low-Cost 3D ESP32-S3 Package Stack,2025,https://doi.org/10.3390/computers14040147,Computers,middle,chiplet package thermal,1,0,16,displacement,T4,NONE,NONE,,N,,FALSE,
Tiancheng Tian,,Shanghai University of Electric Power,academic,CN,Design and Analysis of PCB Embedded SiC Half-Bridge Packaging Cells With Low Thermal Resistance and Parasitic Inductance,2025,https://doi.org/10.1109/tpel.2025.3639926,IEEE Transactions on Power Electronics,middle,die attach thermal resistance,1,0,16,displacement,T4,NONE,NONE,,N,,TRUE,affiliation country China: human export review required before any contact
Tianze Zheng,0000-0002-5413-8246,Southeast University,academic,CN,Study on Stress Distribution and Its Impact on Reliability of SiO2-Based Inorganic Chiplet Gap Filling,2025,https://doi.org/10.3390/mi16121310,Micromachines,middle,chiplet package thermal,1,0,16,displacement,T4,polycrystalline-CVD-diamond-wafer,A2,,N,,TRUE,affiliation country China: human export review required before any contact
Tobias Heise,,University of Rostock,academic,DE,Lifetime prediction for power modules in wind-energy converters based on temperature variations in a large area substrate solder connection,2025,https://doi.org/10.1016/j.microrel.2025.115665,Microelectronics Reliability,middle,power module baseplate thermal,1,0,16,displacement,T4,copper-diamond-composite,A4,,N,,FALSE,
Tobias Wernicke,0000-0003-1727-3868,EV Group (Austria),industry,AT,Low temperature bonding of diamond heat spreaders for advanced thermal management,2025,https://doi.org/10.35848/1347-4065/adc699,Japanese Journal of Applied Physics,middle,diamond heat spreader,1,1,16,core,T2,single-crystal-CVD-diamond-plate,NONE,,N,,FALSE,
Tomoyuki Koganezawa,0000-0002-9302-5025,Japan Synchrotron Radiation Research Institute,academic,JP,Controlling Thermal Conductivity of Amorphous SiO<sub><i>x</i></sub> Films through Structural Engineering Utilizing Single Crystal Substrate Surfaces,2025,https://doi.org/10.1021/acs.nanolett.5c00646,Nano Letters,middle,wide bandgap power device packaging,1,0,16,displacement,T4,NONE,NONE,,N,,FALSE,
Vito Lin,,Siliconware Precision Industries (Taiwan),industry,TW,Using FEM Simulation to Predict the Mechanical and Thermal Performance of FO-EB-T Package,2025,https://doi.org/10.4071/001c.129749,IMAPSource Proceedings,middle,chiplet package thermal,1,1,16,displacement,T4,NONE,NONE,,N,,FALSE,
W. K. Neils,0009-0002-0238-4442,Quantum Design (United States),industry,US,Multi-Modal Approach for Quality Control and Failure Analysis of Metal Lines for Chiplets Integration,2025,https://doi.org/10.1093/mam/ozaf048.166,Microscopy and Microanalysis,middle,chiplet package thermal,1,1,16,displacement,T2,polycrystalline-CVD-diamond-wafer,A2,,N,,FALSE,
Wei Chen,,Shanghai University of Electric Power,academic,CN,Design and Analysis of PCB Embedded SiC Half-Bridge Packaging Cells With Low Thermal Resistance and Parasitic Inductance,2025,https://doi.org/10.1109/tpel.2025.3639926,IEEE Transactions on Power Electronics,middle,die attach thermal resistance,1,0,16,displacement,T4,NONE,NONE,,N,,TRUE,affiliation country China: human export review required before any contact
Wen Liu,0000-0002-2212-1861,Xi’an Jiaotong-Liverpool University,academic,CN,Thermal and microwave performance enhancement of AlGaN/GaN HEMT using an ultra-thin buffer on Si substrate for handset applications,2025,https://doi.org/10.1063/5.0300018,Applied Physics Letters,middle,thermal boundary resistance GaN,1,0,16,displacement,T4,NONE,A1,,N,,TRUE,affiliation country China: human export review required before any contact
Wen-Jie Yu,,Stanford University,academic,US,Performance Enhancement of GaN Super-Lattice Castellated Field-Effect Transistors (SLCFETs) via Topside Integration of Near-Isotropic Polycrystalline Diamond,2025,https://doi.org/10.1109/led.2025.3602825,IEEE Electron Device Letters,middle,diamond heat spreader,1,0,16,core,T4,polycrystalline-CVD-diamond-wafer,NONE,,N,,FALSE,
Wenjing Jiang,0000-0002-5528-8182,Institute of Microelectronics,academic,SG,GaN HEMTs on 4H-SiC/Diamond Engineered Substrate With Enhanced Heat Dissipation,2025,https://doi.org/10.1109/led.2025.3635043,IEEE Electron Device Letters,middle,GaN diamond thermal,1,0,16,core,T4,GaN-on-diamond,A1,,N,,FALSE,
William He,0009-0000-6729-6289,King Abdullah University of Science and Technology,academic,SA,Integrating silicon photonics with complementary metal–oxide–semiconductor technologies,2025,https://doi.org/10.1038/s44287-025-00223-0,Nature Reviews Electrical Engineering,middle,co-packaged optics thermal,1,0,16,displacement,T4,NONE,A5,,N,,FALSE,
Woopoung Kim,,Samsung (South Korea),industry,KR,Material Property Simulation for Advanced Packaging,2025,https://doi.org/10.4071/001c.153880,IMAPSource Proceedings,middle,chiplet package thermal,1,1,16,displacement,T4,NONE,A2,,N,,FALSE,
XU Yanjun,,,unknown,,Preparation and properties of chrome-plated diamond/copper composites,2025,https://doi.org/10.19591/j.cnki.cn11-1974/tf.2024050002,DOAJ (DOAJ: Directory of Open Access Journals),middle,copper diamond composite,1,0,16,core,T4,NONE,NONE,,Y,empty affiliation,FALSE,
Xiang Li,0000-0002-3325-0079,Dynex Semiconductor (United Kingdom),industry,GB,"Power Cycling Testing for Power Semiconductor Switches: Methods, Standards, Limitations, and Outlooks",2025,https://doi.org/10.1109/tpel.2025.3595180,IEEE Transactions on Power Electronics,middle,wide bandgap power device packaging,1,1,16,displacement,T4,NONE,NONE,,N,,FALSE,
Xiangjie Xing,,Institute of Microelectronics,academic,SG,GaN HEMTs on 4H-SiC/Diamond Engineered Substrate With Enhanced Heat Dissipation,2025,https://doi.org/10.1109/led.2025.3635043,IEEE Electron Device Letters,middle,GaN diamond thermal,1,0,16,core,T4,GaN-on-diamond,A1,,N,,FALSE,
Xiangpeng Tang,,Harbin Institute of Technology,academic,CN,Characterization and heat transfer model analysis of diamond/copper composite materials prepared by high-temperature lamination,2025,https://doi.org/10.1016/j.diamond.2025.112457,Diamond and Related Materials,middle,copper diamond composite,1,0,16,core,T4,NONE,NONE,,N,,TRUE,affiliation country China: human export review required before any contact
Xiaodan Yu,,Nantong University,academic,CN,Atomic-scale substitutional defect engineering for significant enhancement of thermal transport at GaN/diamond interfaces,2025,https://doi.org/10.1016/j.carbon.2025.121221,Carbon,middle,GaN diamond thermal,1,0,16,core,T4,GaN-on-diamond,A1,,N,,TRUE,affiliation country China: human export review required before any contact
Xiaofei Zhang,0000-0001-9961-507X,Academy of Military Medical Sciences,academic,CN,Design and Fabrication of Embedded Microchannel Cooling Solutions for High-Power-Density Semiconductor Devices,2025,https://doi.org/10.3390/mi16080908,Micromachines,middle,near-junction thermal management,1,0,16,displacement,T4,NONE,NONE,,N,,TRUE,affiliation country China: human export review required before any contact
Xiaotian Zhang,0000-0002-0126-6834,University of York,academic,GB,Modelling the fatigue damage in power components using machine learning technology,2025,https://doi.org/10.1016/j.pedc.2025.100079,Power Electronic Devices and Components,middle,IGBT module thermal fatigue,1,0,16,displacement,T4,NONE,NONE,,N,,FALSE,
Xiaoxin Zhang,,Shanghai University,academic,CN,Atomic-scale substitutional defect engineering for significant enhancement of thermal transport at GaN/diamond interfaces,2025,https://doi.org/10.1016/j.carbon.2025.121221,Carbon,middle,GaN diamond thermal,1,0,16,core,T4,GaN-on-diamond,A1,,N,,TRUE,affiliation country China: human export review required before any contact
Xin Yang,0000-0001-6922-2419,Hunan University,academic,CN,Investigation on Creep-Fatigue Interaction Failure of Die-Attach Solder Layers in IGBTs Under Power Cycling,2025,https://doi.org/10.1109/tpel.2025.3530991,IEEE Transactions on Power Electronics,middle,die attach thermal resistance,1,0,16,displacement,T4,copper-diamond-composite,NONE,,N,,TRUE,affiliation country China: human export review required before any contact
Xingyu Yang,0009-0004-8665-5696,University of Liverpool,academic,GB,Modelling the fatigue damage in power components using machine learning technology,2025,https://doi.org/10.1016/j.pedc.2025.100079,Power Electronic Devices and Components,middle,IGBT module thermal fatigue,1,0,16,displacement,T4,NONE,NONE,,N,,FALSE,
Xinhua Wang,0000-0002-6592-7515,Institute of Microelectronics,academic,SG,GaN HEMTs on 4H-SiC/Diamond Engineered Substrate With Enhanced Heat Dissipation,2025,https://doi.org/10.1109/led.2025.3635043,IEEE Electron Device Letters,middle,GaN diamond thermal,1,0,16,core,T4,GaN-on-diamond,A1,,N,,FALSE,
Xinlong Wu,0000-0003-4744-0727,Hunan University,academic,CN,Investigation on Creep-Fatigue Interaction Failure of Die-Attach Solder Layers in IGBTs Under Power Cycling,2025,https://doi.org/10.1109/tpel.2025.3530991,IEEE Transactions on Power Electronics,middle,die attach thermal resistance,1,0,16,displacement,T4,copper-diamond-composite,NONE,,N,,TRUE,affiliation country China: human export review required before any contact
Xinyue Zhang,0009-0002-5862-5188,Hong Kong Polytechnic University,academic,HK,"Power Cycling Testing for Power Semiconductor Switches: Methods, Standards, Limitations, and Outlooks",2025,https://doi.org/10.1109/tpel.2025.3595180,IEEE Transactions on Power Electronics,middle,wide bandgap power device packaging,1,0,16,displacement,T4,NONE,NONE,,N,,FALSE,
Xiong Zhang,0000-0001-9760-5206,Hongzhiwei Technology (China),industry,CN,A Coherent Compact Thermal Network Model (CTM) for High-Precision and Efficient Temperature Prediction in CoWoS Packaging,2025,https://doi.org/10.1109/tcpmt.2025.3619074,IEEE Transactions on Components Packaging and Manufacturing Technology,middle,chiplet package thermal,1,1,16,displacement,T4,NONE,NONE,,N,,TRUE,affiliation country China: human export review required before any contact
Xu Han,0000-0002-2742-5354,Peking University,academic,CN,Reducing Warpage for Polymer-Based Embedded Silicon Fan-Out (P-eSiFO) Packaging During Thermal Process Loadings,2025,https://doi.org/10.1109/tcpmt.2025.3578042,IEEE Transactions on Components Packaging and Manufacturing Technology,middle,chiplet package thermal,1,0,16,displacement,T4,NONE,NONE,,N,,TRUE,affiliation country China: human export review required before any contact
Xuejun Yan,,Nanjing Agricultural University,academic,CN,Thermal and microwave performance enhancement of AlGaN/GaN HEMT using an ultra-thin buffer on Si substrate for handset applications,2025,https://doi.org/10.1063/5.0300018,Applied Physics Letters,middle,thermal boundary resistance GaN,1,0,16,displacement,T4,NONE,A1,,N,,TRUE,affiliation country China: human export review required before any contact
Xuemin Li,,Taiwan Semiconductor Manufacturing Company (China),industry,CN,Analytical Modeling and Validation of Thermal Fatigue Failure in Die Attach Structures for Power Electronics Modules,2025,https://doi.org/10.1007/s11664-025-12410-8,Journal of Electronic Materials,middle,IGBT module thermal fatigue,1,1,16,displacement,T2,single-crystal-CVD-diamond-plate,A4,,N,,TRUE,affiliation country China: human export review required before any contact
Xuyang Yan,,Shanghai University of Electric Power,academic,CN,Design and Analysis of PCB Embedded SiC Half-Bridge Packaging Cells With Low Thermal Resistance and Parasitic Inductance,2025,https://doi.org/10.1109/tpel.2025.3639926,IEEE Transactions on Power Electronics,middle,die attach thermal resistance,1,0,16,displacement,T4,NONE,NONE,,N,,TRUE,affiliation country China: human export review required before any contact
Yabing Li,0000-0003-0618-9847,Fudan University,academic,CN,Nano‐Scale Phonon Dynamics in GaN: Fundamentals and Strategies for Thermal Transport Modulation,2025,https://doi.org/10.1002/aelm.202500627,Advanced Electronic Materials,middle,thermal boundary resistance GaN,1,0,16,displacement,T4,NONE,NONE,,N,,TRUE,affiliation country China: human export review required before any contact
Yan Xiong,0000-0001-9503-0541,China Southern Power Grid (China),industry,CN,Experimental Investigation on Fatigue Failure Evolution of Press-Pack IGBT Devices Under MMC Operating Conditions,2025,https://doi.org/10.1109/tpel.2025.3557046,IEEE Transactions on Power Electronics,middle,IGBT module thermal fatigue,1,1,16,displacement,T2,copper-diamond-composite,A4,,N,,TRUE,affiliation country China: human export review required before any contact
Yan Zhang,,Institute of Microelectronics,academic,SG,GaN HEMTs on 4H-SiC/Diamond Engineered Substrate With Enhanced Heat Dissipation,2025,https://doi.org/10.1109/led.2025.3635043,IEEE Electron Device Letters,middle,GaN diamond thermal,1,0,16,core,T4,GaN-on-diamond,A1,,N,,FALSE,
Yanjun Han,,Tsinghua University,academic,CN,Synergistic optimization of material innovation and interface engineering for COD mitigation in high-power GaN-based blue laser diodes,2025,https://doi.org/10.1063/5.0281042,Applied Physics Letters,middle,laser diode thermal management,1,0,16,displacement,T4,NONE,A3,,N,,TRUE,affiliation country China: human export review required before any contact
Yaochun Shen,0000-0002-8915-1993,University of Liverpool,academic,GB,Modelling the fatigue damage in power components using machine learning technology,2025,https://doi.org/10.1016/j.pedc.2025.100079,Power Electronic Devices and Components,middle,IGBT module thermal fatigue,1,0,16,displacement,T4,NONE,NONE,,N,,FALSE,
Yasutaka Matsuo,0000-0002-5071-0284,Hokkaido University,academic,JP,Controlling Thermal Conductivity of Amorphous SiO<sub><i>x</i></sub> Films through Structural Engineering Utilizing Single Crystal Substrate Surfaces,2025,https://doi.org/10.1021/acs.nanolett.5c00646,Nano Letters,middle,wide bandgap power device packaging,1,0,16,displacement,T4,NONE,NONE,,N,,FALSE,
Yasuyoshi Nagai,0000-0001-7587-6128,Tohoku Agricultural Research Center,academic,JP,Direct Integration of Polycrystalline Diamond With 3C‐SiC for Enhanced Thermal Management in GaN HEMTs: Impact of Grain Structure and Interface Engineering,2025,https://doi.org/10.1002/admt.202500437,Advanced Materials Technologies,middle,GaN diamond thermal,1,0,16,core,T4,polycrystalline-CVD-diamond-wafer,A1,,N,,FALSE,
Yi Pei,0000-0003-0906-1056,Dynavax Technologies (Germany),industry,DE,Thermal and microwave performance enhancement of AlGaN/GaN HEMT using an ultra-thin buffer on Si substrate for handset applications,2025,https://doi.org/10.1063/5.0300018,Applied Physics Letters,middle,thermal boundary resistance GaN,1,1,16,displacement,T4,NONE,A1,,N,,FALSE,
Yichi Zhang,0000-0002-7160-8430,Hong Kong Polytechnic University,academic,HK,"Power Cycling Testing for Power Semiconductor Switches: Methods, Standards, Limitations, and Outlooks",2025,https://doi.org/10.1109/tpel.2025.3595180,IEEE Transactions on Power Electronics,middle,wide bandgap power device packaging,1,0,16,displacement,T4,NONE,NONE,,N,,FALSE,
Yihua Hu,0000-0002-1007-1617,King's College London,academic,GB,Modelling the fatigue damage in power components using machine learning technology,2025,https://doi.org/10.1016/j.pedc.2025.100079,Power Electronic Devices and Components,middle,IGBT module thermal fatigue,1,0,16,displacement,T4,NONE,NONE,,N,,FALSE,
Yinghong Li,0000-0003-3629-519X,China Southern Power Grid (China),industry,CN,Experimental Investigation on Fatigue Failure Evolution of Press-Pack IGBT Devices Under MMC Operating Conditions,2025,https://doi.org/10.1109/tpel.2025.3557046,IEEE Transactions on Power Electronics,middle,IGBT module thermal fatigue,1,1,16,displacement,T2,copper-diamond-composite,A4,,N,,TRUE,affiliation country China: human export review required before any contact
Yongru Deng,,Xi'an Technological University,academic,CN,Research progress in interface optimization and preparation technology of high thermal conductivity diamond/copper composite materials,2025,https://doi.org/10.3389/fmats.2025.1582990,Frontiers in Materials,middle,copper diamond composite,1,0,16,core,T4,NONE,NONE,,N,,TRUE,affiliation country China: human export review required before any contact
Yu-Sen Chien,,National Cheng Kung University,academic,TW,MPCVD diamond thin films as heat spreaders for back end of the line (BEOL) silicon chip fabrication,2025,https://doi.org/10.1016/j.diamond.2025.112999,Diamond and Related Materials,middle,diamond heat spreader,1,0,16,core,T4,single-crystal-CVD-diamond-plate,NONE,,N,,FALSE,
Yue Sun,,China Communications Construction Company (China),industry,CN,Thermal and microwave performance enhancement of AlGaN/GaN HEMT using an ultra-thin buffer on Si substrate for handset applications,2025,https://doi.org/10.1063/5.0300018,Applied Physics Letters,middle,thermal boundary resistance GaN,1,1,16,displacement,T4,NONE,A1,,N,,TRUE,affiliation country China: human export review required before any contact
Yuhao Zhang,0000-0001-6350-4861,Hong Kong Polytechnic University,academic,HK,"Power Cycling Testing for Power Semiconductor Switches: Methods, Standards, Limitations, and Outlooks",2025,https://doi.org/10.1109/tpel.2025.3595180,IEEE Transactions on Power Electronics,middle,wide bandgap power device packaging,1,0,16,displacement,T4,NONE,NONE,,N,,FALSE,
Yuhong Li,,Advanced Interconnect Technologies (China),industry,CN,Design and Analysis of PCB Embedded SiC Half-Bridge Packaging Cells With Low Thermal Resistance and Parasitic Inductance,2025,https://doi.org/10.1109/tpel.2025.3639926,IEEE Transactions on Power Electronics,middle,die attach thermal resistance,1,1,16,displacement,T4,NONE,NONE,,N,,TRUE,affiliation country China: human export review required before any contact
Yuki Matsue,,Tokyo Electron (Japan),industry,JP,Panel Level Package: Reliability Evaluation of Double-sided Direct Copper Plated Interconnects on Embedded Power Die by Thermal and Electrical Stress Test,2025,https://doi.org/10.4071/001c.151188,IMAPSource Proceedings,middle,die attach thermal resistance,1,1,16,displacement,T4,NONE,NONE,,N,,FALSE,
Yunjie Wu,0009-0005-9692-9694,Chongqing University,academic,CN,Experimental Investigation on Fatigue Failure Evolution of Press-Pack IGBT Devices Under MMC Operating Conditions,2025,https://doi.org/10.1109/tpel.2025.3557046,IEEE Transactions on Power Electronics,middle,IGBT module thermal fatigue,1,0,16,displacement,T4,copper-diamond-composite,A4,,N,,TRUE,affiliation country China: human export review required before any contact
