author,orcid,affiliation,affiliation_type,country,paper_title,paper_year,paper_doi,paper_venue,author_position,topic_query,n_relevant_papers,industry_flag,score
Xinyu Liu,0000-0002-8165-2259,Beijing University of Chemical Technology,academic,CN,<scp>3D</scp> Printed Boron Nitride‐Filled Continuous Carbon Fiber/Epoxy Resin Composites With Ultra‐High Thermal Conductivity and Favorable Mechanical Property,2025,https://doi.org/10.1002/pc.70182,Polymer Composites,middle,advanced packaging thermal resistance high power,1,0,16
Xinyu Wang,0000-0003-4143-334X,Peking University,academic,CN,Transistor-level thermal management in wide and ultra-wide bandgap power semiconductor transistors: A review,2025,https://doi.org/10.1016/j.ijthermalsci.2025.110200,International Journal of Thermal Sciences,middle,near-junction thermal management high power density,1,0,16
Xinyun Zhang,,Beijing University of Chemical Technology,academic,CN,<scp>3D</scp> Printed Boron Nitride‐Filled Continuous Carbon Fiber/Epoxy Resin Composites With Ultra‐High Thermal Conductivity and Favorable Mechanical Property,2025,https://doi.org/10.1002/pc.70182,Polymer Composites,middle,advanced packaging thermal resistance high power,1,0,16
Xinyun Zhang,,Beijing University of Chemical Technology,academic,CN,<scp>3D</scp> Printed Boron Nitride‐Filled Continuous Carbon Fiber/Epoxy Resin Composites With Ultra‐High Thermal Conductivity and Favorable Mechanical Property,2025,https://doi.org/10.1002/pc.70182,Polymer Composites,middle,advanced packaging thermal resistance high power,1,0,16
Xiufei Hu,,Shandong University,academic,CN,"Toward Integration of Dense, Contiguous, and Low‐Stress Capping Diamond on GaN/AlGaN Layer Using Two‐Step Growth Process",2025,https://doi.org/10.1002/sia.7394,Surface and Interface Analysis,middle,GaN-on-diamond thermal management,1,0,16
Xiwei Wang,0000-0002-5850-0126,Shandong University,academic,CN,"Toward Integration of Dense, Contiguous, and Low‐Stress Capping Diamond on GaN/AlGaN Layer Using Two‐Step Growth Process",2025,https://doi.org/10.1002/sia.7394,Surface and Interface Analysis,middle,GaN-on-diamond thermal management,1,0,16
Xudong Liu,,Harbin Institute of Technology,academic,CN,Anchoring sulfur migration to mitigate Kirkendall voids in nano-twinned copper interconnections for robust and reliable packaging,2025,https://doi.org/10.1016/j.jmst.2024.12.057,Journal of Material Science and Technology,middle,advanced packaging thermal resistance high power,1,0,16
Xuefeng Zheng,0000-0001-9474-047X,Xidian University,academic,CN,Enhanced cooling model for GaN HEMT based on thermoelectric cooler,2025,https://doi.org/10.1016/j.applthermaleng.2025.125576,Applied Thermal Engineering,middle,GaN HEMT self-heating junction temperature,1,0,16
Xueyu Hu,0000-0002-1248-4896,Georgia Institute of Technology,academic,US,In Situ Generated Silver Nanoparticles on Boron Nitride Nanosheets Followed by Silane Modification in High‐Performance Epoxy Nanocomposites for Advanced Packaging Applications,2025,https://doi.org/10.1002/aelm.202500245,Advanced Electronic Materials,middle,advanced packaging thermal resistance high power,1,0,16
Yadong Lv,0000-0003-3903-4040,Ingenierie des Materiaux polymeres,academic,FR,Failure from Within: Volatiles from polymer aging trigger electronic corrosion,2025,https://doi.org/10.1016/j.polymdegradstab.2025.111779,Polymer Degradation and Stability,middle,advanced packaging thermal resistance high power,1,0,16
Yan Peng,0000-0002-1942-2719,Shandong University,academic,CN,"Toward Integration of Dense, Contiguous, and Low‐Stress Capping Diamond on GaN/AlGaN Layer Using Two‐Step Growth Process",2025,https://doi.org/10.1002/sia.7394,Surface and Interface Analysis,middle,GaN-on-diamond thermal management,1,0,16
Yan Zhang,,Institute of Microelectronics,academic,SG,GaN HEMTs on 4H-SiC/Diamond Engineered Substrate With Enhanced Heat Dissipation,2025,https://doi.org/10.1109/led.2025.3635043,IEEE Electron Device Letters,middle,thermal boundary resistance GaN diamond,1,0,16
Yanfeng Yang,,Beijing University of Chemical Technology,academic,CN,<scp>3D</scp> Printed Boron Nitride‐Filled Continuous Carbon Fiber/Epoxy Resin Composites With Ultra‐High Thermal Conductivity and Favorable Mechanical Property,2025,https://doi.org/10.1002/pc.70182,Polymer Composites,middle,advanced packaging thermal resistance high power,1,0,16
Yang Fan,,Xi'an Jiaotong University,academic,CN,Accurate operando measurement of AlGaN/GaN HEMTs channel temperature and optimization of thermal design,2025,https://doi.org/10.1088/1361-6528/adafaf,Nanotechnology,middle,GaN-on-diamond thermal management,1,0,16
Yang Peng,0000-0002-1282-9487,Huazhong University of Science and Technology,academic,CN,Fabrication of Multilayer Ceramic Substrates via Low-Temperature Cu–Cu Bonding Using Gold Passivation Layer,2025,https://doi.org/10.1109/led.2025.3613288,IEEE Electron Device Letters,middle,advanced packaging thermal resistance high power,1,0,16
Yang Shen,0000-0003-1510-848X,Tsinghua University,academic,CN,Modulating Self-Heating Effects in GaN HEMTs Using Slant Field Plate,2025,https://doi.org/10.1109/ted.2025.3546594,IEEE Transactions on Electron Devices,middle,near-junction thermal management high power density,1,0,16
Yanhua Niu,0000-0002-8093-908X,Ingenierie des Materiaux polymeres,academic,FR,Failure from Within: Volatiles from polymer aging trigger electronic corrosion,2025,https://doi.org/10.1016/j.polymdegradstab.2025.111779,Polymer Degradation and Stability,middle,advanced packaging thermal resistance high power,1,0,16
Yanlei Hu,0000-0003-1964-0043,University of Science and Technology of China,academic,CN,Laser-induced broad-spectrum strong absorption multiscale carbon-based nanofilms for photonic debonding based on the spatial confinement effect,2025,https://doi.org/10.1088/2631-7990/ae1db8,International Journal of Extreme Manufacturing,middle,advanced packaging thermal resistance high power,1,0,16
Yao Li,0000-0001-5785-3117,,unknown,,GaN-based lateral diode with nanocrystalline diamond passivation layer,2025,https://doi.org/10.7498/aps.74.20250523,Acta Physica Sinica,middle,GaN-on-diamond thermal management,1,0,16
Ye Liu,0000-0003-3143-3629,Chinese Academy of Sciences,academic,CN,Thermal Performance of Two-phase Loop Thermosiyphon under Different Filling Ratios and Heat Transfer Distances,2025,https://doi.org/10.47176/jafm.18.12.3642,Journal of Applied Fluid Mechanics,middle,advanced packaging thermal resistance high power,1,0,16
Yiding Yu,0000-0002-4138-128X,Central South University,academic,CN,Transient liquid phase sintering with nanophase reinforcement enables silver joints with low thermal resistance and high shear strength,2025,https://doi.org/10.1016/j.intermet.2025.109059,Intermetallics,middle,advanced packaging thermal resistance high power,1,0,16
Yifan Liu,0000-0003-3034-9628,Donghua University,academic,CN,Interface-Driven Electrothermal Degradation in GaN-on-Diamond High Electron Mobility Transistors,2025,https://doi.org/10.3390/nano15141114,Nanomaterials,middle,GaN-on-diamond thermal management,1,0,16
Yifei Li,0000-0002-9503-3467,Xi'an Jiaotong University,academic,CN,Electron-phonon coupled nonequilibrium thermal transport in Cu/GaN heterojunctions with fractal rough interfaces,2025,https://doi.org/10.1103/bbhd-4jwg,Physical review. B./Physical review. B,middle,thermal boundary resistance GaN diamond,1,0,16
Yiming Gong,,Chongqing University,academic,CN,Transient Thermal Characterization and Assessment of Power Module With Encapsulated Phase Change Material Toward Overload Capability,2025,https://doi.org/10.1109/tpel.2025.3594604,IEEE Transactions on Power Electronics,middle,advanced packaging thermal resistance high power,1,0,16
Yingzhe Wang,0000-0002-8113-6852,Xidian University,academic,CN,Enhanced cooling model for GaN HEMT based on thermoelectric cooler,2025,https://doi.org/10.1016/j.applthermaleng.2025.125576,Applied Thermal Engineering,middle,GaN HEMT self-heating junction temperature,1,0,16
Yitao Shen,,University of Science and Technology of China,academic,CN,Ultra-thin spray cooling for high-power-density silicon chips,2025,https://doi.org/10.70401/tx.2026.0014,Thermo-X,middle,near-junction thermal management high power density,1,0,16
Yongdie Deng,,China Academy of Engineering Physics,academic,CN,Failure from Within: Volatiles from polymer aging trigger electronic corrosion,2025,https://doi.org/10.1016/j.polymdegradstab.2025.111779,Polymer Degradation and Stability,middle,advanced packaging thermal resistance high power,1,0,16
Yongji LAI,,,unknown,,"Stress in CVD Diamond Films: Generation, Suppression, Application, and Measurement",2025,https://doi.org/10.15541/jim20250094,Journal of Inorganic Materials,middle,GaN-on-diamond thermal management,1,0,16
Yongjuan Wu,0000-0003-0335-9767,Northwestern Polytechnical University,academic,CN,Liquid metal microfluidic cooling system for high-efficiency thermal management via learning-based genetic algorithm,2025,https://doi.org/10.1016/j.engappai.2025.112324,Engineering Applications of Artificial Intelligence,middle,near-junction thermal management high power density,1,0,16
Yu Xu,0000-0003-3360-8998,Shenzhen University,academic,CN,GaN-on-diamond technology for next-generation power devices,2025,https://doi.org/10.1007/s44275-024-00022-z,Moore and More,middle,GaN-on-diamond thermal management,1,0,16
Yu-chen Liu (4899244),,,unknown,,Sonochemical Synthesisof Submicrometer Ga-Based Particles for Cu-to-Cu Interconnection,2025,https://doi.org/10.1021/acsaelm.5c01346.s001,Figshare,middle,advanced packaging thermal resistance high power,1,0,16
Yucheng Xiong,0000-0002-1714-6773,Donghua University,academic,CN,Interface-Driven Electrothermal Degradation in GaN-on-Diamond High Electron Mobility Transistors,2025,https://doi.org/10.3390/nano15141114,Nanomaterials,middle,GaN-on-diamond thermal management,1,0,16
Yue HAO,,,unknown,,GaN-based lateral diode with nanocrystalline diamond passivation layer,2025,https://doi.org/10.7498/aps.74.20250523,Acta Physica Sinica,middle,GaN-on-diamond thermal management,1,0,16
Yunqing Tang,0000-0003-1836-8674,Shandong University,academic,CN,Mechanism analysis of strengthening interfacial thermal conductance of w-AlN/Graphene/3C-SiC typical heterostructure by graphene interlayer bonding,2025,https://doi.org/10.1016/j.ceramint.2025.02.116,Ceramics International,middle,GaN-on-diamond thermal management,1,0,16
Yunxiang Xing,,University of Electronic Science and Technology of China,academic,CN,"Nonmonotonic Instability of <i>V</i> <sub>TH</sub> and <i>R</i> <sub>ds,on</sub> in 650 V Schottky-Type p-GaN Gate HEMTs Under Short-Circuit: The Effect of Electric Field and Thermal Dynamics",2025,https://doi.org/10.1109/ted.2025.3632816,IEEE Transactions on Electron Devices,middle,GaN HEMT self-heating junction temperature,1,0,16
Yunzhu Ma,0000-0003-2759-7129,Central South University,academic,CN,Transient liquid phase sintering with nanophase reinforcement enables silver joints with low thermal resistance and high shear strength,2025,https://doi.org/10.1016/j.intermet.2025.109059,Intermetallics,middle,advanced packaging thermal resistance high power,1,0,16
Yunzhu Ma,0000-0002-8163-507X,Central South University,academic,CN,Multi-step transient liquid phase bonding of Ag-In-Sn composite solders joints for low interfacial thermal resistance and enhanced mechanical integrity,2025,https://doi.org/10.1016/j.matchar.2025.115599,Materials Characterization,middle,advanced packaging thermal resistance high power,1,0,16
Zengli Huang,0000-0002-1201-3509,Shenzhen University,academic,CN,GaN-on-diamond technology for next-generation power devices,2025,https://doi.org/10.1007/s44275-024-00022-z,Moore and More,middle,GaN-on-diamond thermal management,1,0,16
Zhaoyu Lin,,Chinese Academy of Sciences,academic,CN,Synergistic Liquid Metal-Diamond-Reinforced Poly(ionic liquid) Composites for High Thermal Conductivity and Excellent Reliability,2025,https://doi.org/10.1021/acsami.5c07014,ACS Applied Materials & Interfaces,middle,advanced packaging thermal resistance high power,1,0,16
Zhaoyu Lin (170763),,,unknown,,Synergistic LiquidMetal-Diamond-Reinforced Poly(ionicliquid) Composites for High Thermal Conductivity and Excellent Reliability,2025,https://doi.org/10.1021/acsami.5c07014.s001,Figshare,middle,advanced packaging thermal resistance high power,1,0,16
Zhe Huang,0009-0005-8057-4454,Central South University,academic,CN,Multi-step transient liquid phase bonding of Ag-In-Sn composite solders joints for low interfacial thermal resistance and enhanced mechanical integrity,2025,https://doi.org/10.1016/j.matchar.2025.115599,Materials Characterization,middle,advanced packaging thermal resistance high power,1,0,16
Zheng Zeng,0000-0002-1501-4400,Chongqing University,academic,CN,Transient Thermal Characterization and Assessment of Power Module With Encapsulated Phase Change Material Toward Overload Capability,2025,https://doi.org/10.1109/tpel.2025.3594604,IEEE Transactions on Power Electronics,middle,advanced packaging thermal resistance high power,1,0,16
Zhenyu Lei,0000-0002-5980-9141,Huazhong University of Science and Technology,academic,CN,Fabrication of Multilayer Ceramic Substrates via Low-Temperature Cu–Cu Bonding Using Gold Passivation Layer,2025,https://doi.org/10.1109/led.2025.3613288,IEEE Electron Device Letters,middle,advanced packaging thermal resistance high power,1,0,16
Zhiguo Yan,0000-0001-7375-0724,Chinese Academy of Sciences,academic,CN,Thermal Performance of Two-phase Loop Thermosiyphon under Different Filling Ratios and Heat Transfer Distances,2025,https://doi.org/10.47176/jafm.18.12.3642,Journal of Applied Fluid Mechanics,middle,advanced packaging thermal resistance high power,1,0,16
Zhihan Zhang,0000-0003-1954-123X,"University of California, Los Angeles",academic,US,Advancing Thermal Management Technology for Power Semiconductors through Materials and Interface Engineering,2025,https://doi.org/10.1021/accountsmr.4c00349,Accounts of Materials Research,middle,GaN-on-diamond thermal management,1,0,16
Zhihong Liu,0009-0009-9560-3368,Xidian University,academic,CN,Recent Advances in Device-Level Thermal Management Technologies for Wide Bandgap Semiconductor: A Review,2025,https://doi.org/10.1109/ted.2025.3562506,IEEE Transactions on Electron Devices,middle,advanced packaging thermal resistance high power,1,0,16
Zhiqiang Li,0000-0001-8611-0742,North University of China,academic,CN,Liquid metal microfluidic cooling system for high-efficiency thermal management via learning-based genetic algorithm,2025,https://doi.org/10.1016/j.engappai.2025.112324,Engineering Applications of Artificial Intelligence,middle,near-junction thermal management high power density,1,0,16
Zhirui Xu,,Huazhong University of Science and Technology,academic,CN,Fabrication of Multilayer Ceramic Substrates via Low-Temperature Cu–Cu Bonding Using Gold Passivation Layer,2025,https://doi.org/10.1109/led.2025.3613288,IEEE Electron Device Letters,middle,advanced packaging thermal resistance high power,1,0,16
Zhixin Chen,0000-0001-6453-0447,Zhejiang University,academic,CN,Safe-Operation-Area Extended IGBT Module With Enhanced Near-Junction Thermal Capacitance and Advanced Cooling for Transient High-Current Operation,2025,https://doi.org/10.1109/tpel.2025.3615245,IEEE Transactions on Power Electronics,middle,advanced packaging thermal resistance high power,1,0,16
Ziang Wang,0000-0001-6640-8461,Shandong University,academic,CN,"Toward Integration of Dense, Contiguous, and Low‐Stress Capping Diamond on GaN/AlGaN Layer Using Two‐Step Growth Process",2025,https://doi.org/10.1002/sia.7394,Surface and Interface Analysis,middle,GaN-on-diamond thermal management,1,0,16
Zihao Huang,0009-0000-3304-0138,Shenzhen University,academic,CN,GaN-on-diamond technology for next-generation power devices,2025,https://doi.org/10.1007/s44275-024-00022-z,Moore and More,middle,GaN-on-diamond thermal management,1,0,16
Ziyang Wang,0000-0001-6130-6212,Southern University of Science and Technology,academic,CN,Numerical Investigation on Electrothermal Performance of AlGaN/GaN HEMTs with Nanocrystalline Diamond/SiNx Trench Dual-Passivation Layers,2025,https://doi.org/10.3390/nano15080574,Nanomaterials,middle,GaN HEMT self-heating junction temperature,1,0,16
Zonghao Liu,0000-0003-4743-6971,Shandong University,academic,CN,"Toward Integration of Dense, Contiguous, and Low‐Stress Capping Diamond on GaN/AlGaN Layer Using Two‐Step Growth Process",2025,https://doi.org/10.1002/sia.7394,Surface and Interface Analysis,middle,GaN-on-diamond thermal management,1,0,16
Zujun Peng,0000-0003-3646-9209,Ministry of Industry and Information Technology,academic,CN,Thermal structure analysis of the TP-HDPS in High-Power Chip: Their application to GaN HEMTs,2025,https://doi.org/10.1016/j.ijheatmasstransfer.2025.126756,International Journal of Heat and Mass Transfer,middle,GaN-on-diamond thermal management,1,0,16
А. В. Касперович,0000-0003-4403-6235,Stanford University,academic,US,Diamond thermal matrix demonstration for two-tier 3D integrated circuits,2025,https://doi.org/10.1063/5.0260085,APL Materials,middle,GaN-on-diamond thermal management,1,0,16
И. А. Панкин,0000-0003-2784-4839,Southern Federal University,academic,RU,Diamond-based composites with embedded core-shell β-NaGdF4:Eu nanoparticles: synthesis and luminescent characteristics,2025,https://doi.org/10.1016/j.diamond.2025.113062,Diamond and Related Materials,middle,diamond photonics thermal integration,1,0,16
К. Н. Болдырев,0000-0002-3784-7294,Institute of Spectroscopy,academic,RU,Diamond-based composites with embedded core-shell β-NaGdF4:Eu nanoparticles: synthesis and luminescent characteristics,2025,https://doi.org/10.1016/j.diamond.2025.113062,Diamond and Related Materials,middle,diamond photonics thermal integration,1,0,16
A. Linder,0000-0001-7145-4147,University of Chicago,academic,US,Direct-bonded diamond membranes for heterogeneous quantum and electronic technologies,2024,https://doi.org/10.1038/s41467-024-53150-3,Nature Communications,middle,diamond photonics thermal integration,1,0,8
Aaron P. Esser‐Kahn,0000-0003-1273-0951,University of Chicago,academic,US,Direct-bonded diamond membranes for heterogeneous quantum and electronic technologies,2024,https://doi.org/10.1038/s41467-024-53150-3,Nature Communications,middle,diamond photonics thermal integration,1,0,8
Aleš Chvála,0000-0002-4764-0756,Slovak University of Technology in Bratislava,academic,SK,Improved Thermal Performance of InGaAs/GaAs Nanomembrane HEMTs Transferred onto Various Substrates by Epitaxial Lift-Off,2024,https://doi.org/10.1021/acsaelm.4c00659,ACS Applied Electronic Materials,middle,thermal boundary resistance GaN diamond,1,0,8
Amun Jarzembski,0000-0001-6639-635X,Sandia National Laboratories,academic,US,Thermal Transport and Mechanical Stress Mapping of a Compression Bonded GaN/Diamond Interface for Vertical Power Devices,2024,https://doi.org/10.1021/acsami.3c17778,ACS Applied Materials & Interfaces,middle,GaN-on-diamond thermal management,1,0,8
Amy Butcher,0000-0002-9441-1606,University of Chicago,academic,US,Direct-bonded diamond membranes for heterogeneous quantum and electronic technologies,2024,https://doi.org/10.1038/s41467-024-53150-3,Nature Communications,middle,diamond photonics thermal integration,1,0,8
Anchita Addhya,,University of Chicago,academic,US,Direct-bonded diamond membranes for heterogeneous quantum and electronic technologies,2024,https://doi.org/10.1038/s41467-024-53150-3,Nature Communications,middle,diamond photonics thermal integration,1,0,8
Anna Kasperovich,,Stanford University,academic,US,Lossless Phonon Transition Through GaN‐Diamond and Si‐Diamond Interfaces,2024,https://doi.org/10.1002/aelm.202400146,Advanced Electronic Materials,middle,GaN-on-diamond thermal management,1,0,8
Anthony E. McDonald,0000-0003-0607-1945,Sandia National Laboratories,academic,US,Thermal Transport and Mechanical Stress Mapping of a Compression Bonded GaN/Diamond Interface for Vertical Power Devices,2024,https://doi.org/10.1021/acsami.3c17778,ACS Applied Materials & Interfaces,middle,GaN-on-diamond thermal management,1,0,8
Baoxing Xu,0000-0002-2591-8737,University of Virginia,academic,US,Mechanical regulation to interfacial thermal transport in GaN/diamond heterostructures for thermal switch,2024,https://doi.org/10.1039/d4nh00245h,Nanoscale Horizons,middle,GaN-on-diamond thermal management,1,0,8
Bin Li,0000-0002-4028-0938,South China University of Technology,academic,CN,Electro-Thermal Co-Optimization Design of GaN MMIC PA,2024,https://doi.org/10.3390/electronics13234796,Electronics,middle,GaN HEMT self-heating junction temperature,1,0,8
Biwei Meng,0009-0001-9942-8837,Wuhan University,academic,CN,Improved Thermal Performance of InGaAs/GaAs Nanomembrane HEMTs Transferred onto Various Substrates by Epitaxial Lift-Off,2024,https://doi.org/10.1021/acsaelm.4c00659,ACS Applied Electronic Materials,middle,thermal boundary resistance GaN diamond,1,0,8
C. Jagadish,0000-0003-1528-9479,Australian National University,academic,AU,Recent Advances in Semiconductor Materials and Devices,2024,https://doi.org/10.1002/pssr.202400198,physica status solidi (RRL) - Rapid Research Letters,middle,diamond photonics thermal integration,1,0,8
Cai-Fu Li,,Jiangnan University,academic,CN,Low-temperature copper sinter-joining technology for power electronics packaging: A review,2024,https://doi.org/10.1016/j.jmatprotec.2024.118526,Journal of Materials Processing Technology,middle,advanced packaging thermal resistance high power,1,0,8
Cai‐Fu Li,0000-0003-2618-9449,Jiangnan University,academic,CN,Low-temperature copper sinter-joining technology for power electronics packaging: A review,2024,https://doi.org/10.1016/j.jmatprotec.2024.118526,Journal of Materials Processing Technology,middle,advanced packaging thermal resistance high power,1,0,8
Chuanju Wang,0000-0001-9966-6694,King Abdullah University of Science and Technology,academic,SA,Monolithic Integrated Micro-Thin-Film Thermocouples for On-Chip Temperature Measurement of GaN HEMTs,2024,https://doi.org/10.1109/ted.2024.3487815,IEEE Transactions on Electron Devices,middle,GaN HEMT self-heating junction temperature,1,0,8
Chuantong Chen,0000-0002-2365-4387,Jiangnan University,academic,CN,Low-temperature copper sinter-joining technology for power electronics packaging: A review,2024,https://doi.org/10.1016/j.jmatprotec.2024.118526,Journal of Materials Processing Technology,middle,advanced packaging thermal resistance high power,1,0,8
Clayton DeVault,0000-0001-9544-5384,Argonne National Laboratory,academic,US,Direct-bonded diamond membranes for heterogeneous quantum and electronic technologies,2024,https://doi.org/10.1038/s41467-024-53150-3,Nature Communications,middle,diamond photonics thermal integration,1,0,8
D. D. Awschalom,0000-0002-8591-2687,Argonne National Laboratory,academic,US,Direct-bonded diamond membranes for heterogeneous quantum and electronic technologies,2024,https://doi.org/10.1038/s41467-024-53150-3,Nature Communications,middle,diamond photonics thermal integration,1,0,8
D. Rich,0000-0002-7515-1466,Stanford University,academic,US,Lossless Phonon Transition Through GaN‐Diamond and Si‐Diamond Interfaces,2024,https://doi.org/10.1002/aelm.202400146,Advanced Electronic Materials,middle,GaN-on-diamond thermal management,1,0,8
David J. Smith,0000-0002-8810-4386,Arizona State University,academic,US,Lossless Phonon Transition Through GaN‐Diamond and Si‐Diamond Interfaces,2024,https://doi.org/10.1002/aelm.202400146,Advanced Electronic Materials,middle,GaN-on-diamond thermal management,1,0,8
Devansh Saraswat,0000-0001-5699-9667,Stanford University,academic,US,Lossless Phonon Transition Through GaN‐Diamond and Si‐Diamond Interfaces,2024,https://doi.org/10.1002/aelm.202400146,Advanced Electronic Materials,middle,GaN-on-diamond thermal management,1,0,8
Dou Xu,0009-0000-9523-9687,Jiangnan University,academic,CN,Low-temperature copper sinter-joining technology for power electronics packaging: A review,2024,https://doi.org/10.1016/j.jmatprotec.2024.118526,Journal of Materials Processing Technology,middle,advanced packaging thermal resistance high power,1,0,8
Elbara Ziade,0000-0002-4902-0497,Sandia National Laboratories,academic,US,Thermal Transport and Mechanical Stress Mapping of a Compression Bonded GaN/Diamond Interface for Vertical Power Devices,2024,https://doi.org/10.1021/acsami.3c17778,ACS Applied Materials & Interfaces,middle,GaN-on-diamond thermal management,1,0,8
Evan Z. Toth,0000-0002-8934-2669,Northeastern University,academic,US,Transferable Percolated Particle Monolayers Derived from Marangoni Flows for Thermally Conductive Dielectric Coatings,2024,https://doi.org/10.1021/acsami.4c14039,ACS Applied Materials & Interfaces,middle,diamond heat spreader electronics,1,0,8
F. Joseph Heremans,0000-0003-3337-7958,Argonne National Laboratory,academic,US,Direct-bonded diamond membranes for heterogeneous quantum and electronic technologies,2024,https://doi.org/10.1038/s41467-024-53150-3,Nature Communications,middle,diamond photonics thermal integration,1,0,8
Fan Zhou,,Nanjing University of Science and Technology,academic,CN,Integrated manifold microchannels and near-junction cooling for enhanced thermal management in 3D heterogeneous packaging technology,2024,https://doi.org/10.1016/j.energy.2024.132263,Energy,middle,near-junction thermal management high power density,1,0,8
Fangyuan Sun,,University of Science and Technology Beijing,academic,CN,Synthesis of nano-diamond film on GaN surface with low thermal boundary resistance and high thermal conductivity,2024,https://doi.org/10.1016/j.carbon.2024.119491,Carbon,middle,thermal boundary resistance GaN diamond,1,0,8
Fangzhen Li,0009-0000-8593-7713,Jinling Institute of Technology,academic,CN,Effect of surface vacancy defects on the phonon thermal transport across GaN/diamond interface,2024,https://doi.org/10.1016/j.surfin.2024.105666,Surfaces and Interfaces,middle,GaN-on-diamond thermal management,1,0,8
Fedor Hrubišák,0009-0002-7434-6242,Slovak Academy of Sciences,academic,SK,Improved Thermal Performance of InGaAs/GaAs Nanomembrane HEMTs Transferred onto Various Substrates by Epitaxial Lift-Off,2024,https://doi.org/10.1021/acsaelm.4c00659,ACS Applied Electronic Materials,middle,thermal boundary resistance GaN diamond,1,0,8
Fengwen Mu,0000-0001-7396-9347,Chinese Academy of Sciences,academic,CN,Record-Low thermal boundary resistance at bonded GaN/diamond interface by controlling ultrathin heterogeneous amorphous layer,2024,https://doi.org/10.1016/j.actamat.2024.120458,Acta Materialia,middle,thermal boundary resistance GaN diamond,1,0,8
Fengyuan Mao,0009-0004-2679-0706,South China University of Technology,academic,CN,Electro-Thermal Co-Optimization Design of GaN MMIC PA,2024,https://doi.org/10.3390/electronics13234796,Electronics,middle,GaN HEMT self-heating junction temperature,1,0,8
Fridrich Egyenes,0000-0003-0771-771X,Slovak Academy of Sciences,academic,SK,Improved Thermal Performance of InGaAs/GaAs Nanomembrane HEMTs Transferred onto Various Substrates by Epitaxial Lift-Off,2024,https://doi.org/10.1021/acsaelm.4c00659,ACS Applied Electronic Materials,middle,thermal boundary resistance GaN diamond,1,0,8
Guangyu Zhu,0000-0002-4468-258X,Nanchang University,academic,CN,A Novel Room-Temperature Flexible Phase Change Material for Solar Energy Photothermal Conversion and Battery Thermal Management,2024,https://doi.org/10.1021/acssuschemeng.3c08489,ACS Sustainable Chemistry & Engineering,middle,advanced packaging thermal resistance high power,1,0,8
Guangzhao Mao,0000-0001-9308-3922,Australian Research Council,academic,AU,Materials Research at the University of New South Wales Over the Last 75 Years,2024,https://doi.org/10.1002/adma.202415007,Advanced Materials,middle,advanced packaging thermal resistance high power,1,0,8
Guoliang Ma,,Wuhan University,academic,CN,"Comparison of SiN<sub><i>x</i></sub> Dielectric Layer Grown by Plasma‐Enhanced Chemical Vapor Deposition, Low‐Pressure Chemical Vapor Deposition, and Metal‐Organic Chemical Vapor Deposition in Diamond‐ and GaN‐Based Integrated Devices",2024,https://doi.org/10.1002/pssb.202400052,physica status solidi (b),middle,thermal boundary resistance GaN diamond,1,0,8
Guoqing Chang,0000-0003-1180-3127,Nanyang Technological University,academic,SG,Significantly Enhanced Interfacial Thermal Conductance across GaN/Diamond Interfaces Utilizing Al<sub><i>x</i></sub>Ga<sub>1–<i>x</i></sub>N as a Phonon Bridge,2024,https://doi.org/10.1021/acsami.4c13702,ACS Applied Materials & Interfaces,middle,GaN-on-diamond thermal management,1,0,8
Henry T. Aller,0000-0001-6419-7277,"University of Maryland, College Park",academic,US,Lossless Phonon Transition Through GaN‐Diamond and Si‐Diamond Interfaces,2024,https://doi.org/10.1002/aelm.202400146,Advanced Electronic Materials,middle,GaN-on-diamond thermal management,1,0,8
Ian Hammock,0000-0002-1740-1500,University of Chicago,academic,US,Direct-bonded diamond membranes for heterogeneous quantum and electronic technologies,2024,https://doi.org/10.1038/s41467-024-53150-3,Nature Communications,middle,diamond photonics thermal integration,1,0,8
J. Fedor,0000-0001-8667-5305,Slovak Academy of Sciences,academic,SK,Improved Thermal Performance of InGaAs/GaAs Nanomembrane HEMTs Transferred onto Various Substrates by Epitaxial Lift-Off,2024,https://doi.org/10.1021/acsaelm.4c00659,ACS Applied Electronic Materials,middle,thermal boundary resistance GaN diamond,1,0,8
Jabir Ali Siddique,0000-0002-9335-6799,Korea University of Science and Technology,academic,KR,A comprehensive review of diamond-reinforced metal matrix composites for thermal management in high-performance electronics,2024,https://doi.org/10.1016/j.jmrt.2024.11.171,Journal of Materials Research and Technology,middle,GaN-on-diamond thermal management,1,0,8
Janelle Keionna Mabrey,,Stanford University,academic,US,Lossless Phonon Transition Through GaN‐Diamond and Si‐Diamond Interfaces,2024,https://doi.org/10.1002/aelm.202400146,Advanced Electronic Materials,middle,GaN-on-diamond thermal management,1,0,8
Jaroslav Kováč,0000-0002-4751-4178,Slovak University of Technology in Bratislava,academic,SK,Improved Thermal Performance of InGaAs/GaAs Nanomembrane HEMTs Transferred onto Various Substrates by Epitaxial Lift-Off,2024,https://doi.org/10.1021/acsaelm.4c00659,ACS Applied Electronic Materials,middle,thermal boundary resistance GaN diamond,1,0,8
Jeong-kyu Kim,,Stanford University,academic,US,Lossless Phonon Transition Through GaN‐Diamond and Si‐Diamond Interfaces,2024,https://doi.org/10.1002/aelm.202400146,Advanced Electronic Materials,middle,GaN-on-diamond thermal management,1,0,8
